folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6050731.ssz,873775,835571,200935.000000,364740.000000,1.045722,4.348546
ssz_blocks,block_6050731.ssz,873775,835571,314576.000000,58519.000000,1.045722,2.777628
ssz_blocks,block_6050731.ssz,873775,835571,302724.000000,113291.000000,1.045722,2.886375
ssz_blocks,block_6050731.ssz,873775,835571,266677.000000,198130.000000,1.045722,3.276529
ssz_blocks,block_6050731.ssz,873775,835571,162844.000000,133238.000000,1.045722,5.365718
ssz_blocks,block_6050731.ssz,873775,835571,91230.000000,158035.000000,1.045722,9.577716
ssz_blocks,block_6050731.ssz,873775,835571,305560.000000,50144.000000,1.045722,2.859586
ssz_blocks,block_6050731.ssz,873775,835571,89457.000000,86301.000000,1.045722,9.767542
ssz_blocks,block_6050731.ssz,873775,835571,137496.000000,57807.000000,1.045722,6.354912
ssz_blocks,block_6050731.ssz,873775,835571,108191.000000,90900.000000,1.045722,8.076226
