folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6501596.ssz,958433,742871,731063.000000,244055.000000,1.290174,1.311013
ssz_blocks,block_6501596.ssz,958433,742871,805322.000000,325266.000000,1.290174,1.190124
ssz_blocks,block_6501596.ssz,958433,742871,746602.000000,649410.000000,1.290174,1.283727
ssz_blocks,block_6501596.ssz,958433,742871,1091795.000000,618853.000000,1.290174,0.877851
ssz_blocks,block_6501596.ssz,958433,742871,1046221.000000,545076.000000,1.290174,0.916090
ssz_blocks,block_6501596.ssz,958433,742871,821041.000000,362596.000000,1.290174,1.167339
ssz_blocks,block_6501596.ssz,958433,742871,1092076.000000,485465.000000,1.290174,0.877625
ssz_blocks,block_6501596.ssz,958433,742871,771118.000000,324234.000000,1.290174,1.242914
ssz_blocks,block_6501596.ssz,958433,742871,714081.000000,281004.000000,1.290174,1.342191
ssz_blocks,block_6501596.ssz,958433,742871,551598.000000,260155.000000,1.290174,1.737557
