folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_5913132.json,2606359,1216511,3513338.000000,1111702.000000,2.142487,0.741847
json_blocks,block_5913132.json,2606359,1216511,3035699.000000,1279826.000000,2.142487,0.858570
json_blocks,block_5913132.json,2606359,1216511,4244121.000000,1718954.000000,2.142487,0.614110
json_blocks,block_5913132.json,2606359,1216511,4087969.000000,1292750.000000,2.142487,0.637568
json_blocks,block_5913132.json,2606359,1216511,4492023.000000,2049099.000000,2.142487,0.580219
json_blocks,block_5913132.json,2606359,1216511,4058995.000000,1466985.000000,2.142487,0.642119
json_blocks,block_5913132.json,2606359,1216511,4062063.000000,1944444.000000,2.142487,0.641634
json_blocks,block_5913132.json,2606359,1216511,4099791.000000,1329458.000000,2.142487,0.635730
json_blocks,block_5913132.json,2606359,1216511,3523849.000000,1465893.000000,2.142487,0.739634
json_blocks,block_5913132.json,2606359,1216511,4758559.000000,2510148.000000,2.142487,0.547720
