folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6280043.json,2282184,1817036,2351292.000000,739578.000000,1.255993,0.970608
json_blocks,block_6280043.json,2282184,1817036,2449106.000000,1431509.000000,1.255993,0.931844
json_blocks,block_6280043.json,2282184,1817036,2265412.000000,942246.000000,1.255993,1.007404
json_blocks,block_6280043.json,2282184,1817036,2011619.000000,841399.000000,1.255993,1.134501
json_blocks,block_6280043.json,2282184,1817036,2045483.000000,759716.000000,1.255993,1.115719
json_blocks,block_6280043.json,2282184,1817036,2002122.000000,734229.000000,1.255993,1.139883
json_blocks,block_6280043.json,2282184,1817036,2880049.000000,1138362.000000,1.255993,0.792412
json_blocks,block_6280043.json,2282184,1817036,2643167.000000,848271.000000,1.255993,0.863428
json_blocks,block_6280043.json,2282184,1817036,2914103.000000,674317.000000,1.255993,0.783151
json_blocks,block_6280043.json,2282184,1817036,2543621.000000,923060.000000,1.255993,0.897219
