folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6081071.json,2093817,912873,4408397.000000,2234615.000000,2.293656,0.474961
json_blocks,block_6081071.json,2093817,912873,4432482.000000,1718854.000000,2.293656,0.472380
json_blocks,block_6081071.json,2093817,912873,2935802.000000,1324028.000000,2.293656,0.713201
json_blocks,block_6081071.json,2093817,912873,3044024.000000,1902887.000000,2.293656,0.687845
json_blocks,block_6081071.json,2093817,912873,3635927.000000,1401973.000000,2.293656,0.575869
json_blocks,block_6081071.json,2093817,912873,3752333.000000,1358602.000000,2.293656,0.558004
json_blocks,block_6081071.json,2093817,912873,3925578.000000,1353513.000000,2.293656,0.533378
json_blocks,block_6081071.json,2093817,912873,3419564.000000,1364453.000000,2.293656,0.612305
json_blocks,block_6081071.json,2093817,912873,3800815.000000,1354114.000000,2.293656,0.550886
json_blocks,block_6081071.json,2093817,912873,4229824.000000,1924096.000000,2.293656,0.495013
