folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6115510.ssz,1021779,973199,704083.000000,305109.000000,1.049918,1.451220
ssz_blocks,block_6115510.ssz,1021779,973199,408772.000000,352247.000000,1.049918,2.499631
ssz_blocks,block_6115510.ssz,1021779,973199,246680.000000,235709.000000,1.049918,4.142123
ssz_blocks,block_6115510.ssz,1021779,973199,200774.000000,175037.000000,1.049918,5.089200
ssz_blocks,block_6115510.ssz,1021779,973199,282036.000000,188612.000000,1.049918,3.622867
ssz_blocks,block_6115510.ssz,1021779,973199,150611.000000,105537.000000,1.049918,6.784226
ssz_blocks,block_6115510.ssz,1021779,973199,245167.000000,185255.000000,1.049918,4.167686
ssz_blocks,block_6115510.ssz,1021779,973199,279261.000000,219619.000000,1.049918,3.658868
ssz_blocks,block_6115510.ssz,1021779,973199,163374.000000,133408.000000,1.049918,6.254233
ssz_blocks,block_6115510.ssz,1021779,973199,659510.000000,97301.000000,1.049918,1.549300
