folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6424381.ssz,1059622,1022616,782789.000000,392632.000000,1.036188,1.353650
ssz_blocks,block_6424381.ssz,1059622,1022616,637679.000000,536150.000000,1.036188,1.661686
ssz_blocks,block_6424381.ssz,1059622,1022616,262870.000000,183231.000000,1.036188,4.030973
ssz_blocks,block_6424381.ssz,1059622,1022616,188982.000000,80981.000000,1.036188,5.607000
ssz_blocks,block_6424381.ssz,1059622,1022616,231743.000000,89176.000000,1.036188,4.572401
ssz_blocks,block_6424381.ssz,1059622,1022616,223527.000000,108622.000000,1.036188,4.740465
ssz_blocks,block_6424381.ssz,1059622,1022616,167432.000000,244606.000000,1.036188,6.328671
ssz_blocks,block_6424381.ssz,1059622,1022616,388284.000000,135383.000000,1.036188,2.728987
ssz_blocks,block_6424381.ssz,1059622,1022616,286865.000000,101149.000000,1.036188,3.693800
ssz_blocks,block_6424381.ssz,1059622,1022616,258582.000000,88575.000000,1.036188,4.097818
