folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6150453.json,2260148,1214872,3372837.000000,1023138.000000,1.860400,0.670103
json_blocks,block_6150453.json,2260148,1214872,2574729.000000,1164360.000000,1.860400,0.877820
json_blocks,block_6150453.json,2260148,1214872,3123452.000000,1119997.000000,1.860400,0.723606
json_blocks,block_6150453.json,2260148,1214872,3508070.000000,1266070.000000,1.860400,0.644271
json_blocks,block_6150453.json,2260148,1214872,3099357.000000,1085393.000000,1.860400,0.729231
json_blocks,block_6150453.json,2260148,1214872,3464757.000000,1506387.000000,1.860400,0.652325
json_blocks,block_6150453.json,2260148,1214872,4916676.000000,1841492.000000,1.860400,0.459690
json_blocks,block_6150453.json,2260148,1214872,4722192.000000,1698617.000000,1.860400,0.478623
json_blocks,block_6150453.json,2260148,1214872,3576106.000000,1487773.000000,1.860400,0.632014
json_blocks,block_6150453.json,2260148,1214872,4360448.000000,1201239.000000,1.860400,0.518329
