folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6430112.json,2234539,915197,4668021.000000,1967567.000000,2.441593,0.478691
json_blocks,block_6430112.json,2234539,915197,2567336.000000,814268.000000,2.441593,0.870373
json_blocks,block_6430112.json,2234539,915197,4133244.000000,1381586.000000,2.441593,0.540626
json_blocks,block_6430112.json,2234539,915197,3010842.000000,820730.000000,2.441593,0.742164
json_blocks,block_6430112.json,2234539,915197,2343398.000000,801835.000000,2.441593,0.953547
json_blocks,block_6430112.json,2234539,915197,3717900.000000,1746495.000000,2.441593,0.601022
json_blocks,block_6430112.json,2234539,915197,4396915.000000,1771242.000000,2.441593,0.508206
json_blocks,block_6430112.json,2234539,915197,4957562.000000,2360199.000000,2.441593,0.450733
json_blocks,block_6430112.json,2234539,915197,5250057.000000,1741155.000000,2.441593,0.425622
json_blocks,block_6430112.json,2234539,915197,3917061.000000,1372879.000000,2.441593,0.570463
