folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6141554.json,2017214,1901962,1531935.000000,822092.000000,1.060596,1.316775
json_blocks,block_6141554.json,2017214,1901962,1492081.000000,481748.000000,1.060596,1.351947
json_blocks,block_6141554.json,2017214,1901962,1279195.000000,506544.000000,1.060596,1.576940
json_blocks,block_6141554.json,2017214,1901962,1426378.000000,392522.000000,1.060596,1.414221
json_blocks,block_6141554.json,2017214,1901962,1297759.000000,382202.000000,1.060596,1.554383
json_blocks,block_6141554.json,2017214,1901962,1330020.000000,619175.000000,1.060596,1.516679
json_blocks,block_6141554.json,2017214,1901962,1784707.000000,370019.000000,1.060596,1.130277
json_blocks,block_6141554.json,2017214,1901962,1315492.000000,368266.000000,1.060596,1.533429
json_blocks,block_6141554.json,2017214,1901962,1141357.000000,372374.000000,1.060596,1.767382
json_blocks,block_6141554.json,2017214,1901962,966842.000000,209019.000000,1.060596,2.086395
