folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6459134.ssz,1477631,749628,2470686.000000,1108356.000000,1.971152,0.598065
ssz_blocks,block_6459134.ssz,1477631,749628,2257048.000000,1073512.000000,1.971152,0.654674
ssz_blocks,block_6459134.ssz,1477631,749628,3107835.000000,1451546.000000,1.971152,0.475453
ssz_blocks,block_6459134.ssz,1477631,749628,3026102.000000,1381556.000000,1.971152,0.488295
ssz_blocks,block_6459134.ssz,1477631,749628,2999873.000000,1329639.000000,1.971152,0.492565
ssz_blocks,block_6459134.ssz,1477631,749628,1887690.000000,1961407.000000,1.971152,0.782772
ssz_blocks,block_6459134.ssz,1477631,749628,1919067.000000,658188.000000,1.971152,0.769974
ssz_blocks,block_6459134.ssz,1477631,749628,2015788.000000,961132.000000,1.971152,0.733029
ssz_blocks,block_6459134.ssz,1477631,749628,1790849.000000,571105.000000,1.971152,0.825101
ssz_blocks,block_6459134.ssz,1477631,749628,1699177.000000,868138.000000,1.971152,0.869616
