folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6509204.json,2080032,855885,3745982.000000,1851421.000000,2.430270,0.555270
json_blocks,block_6509204.json,2080032,855885,3771901.000000,1297829.000000,2.430270,0.551455
json_blocks,block_6509204.json,2080032,855885,3538696.000000,989324.000000,2.430270,0.587796
json_blocks,block_6509204.json,2080032,855885,3573682.000000,1296928.000000,2.430270,0.582042
json_blocks,block_6509204.json,2080032,855885,3600971.000000,1294984.000000,2.430270,0.577631
json_blocks,block_6509204.json,2080032,855885,3576216.000000,1288823.000000,2.430270,0.581629
json_blocks,block_6509204.json,2080032,855885,3568592.000000,1127462.000000,2.430270,0.582872
json_blocks,block_6509204.json,2080032,855885,3080973.000000,1295686.000000,2.430270,0.675122
json_blocks,block_6509204.json,2080032,855885,3563052.000000,1286598.000000,2.430270,0.583778
json_blocks,block_6509204.json,2080032,855885,3534137.000000,1286238.000000,2.430270,0.588554
