folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6487416.ssz,962979,529548,1612106.000000,579931.000000,1.818492,0.597342
ssz_blocks,block_6487416.ssz,962979,529548,1860789.000000,769244.000000,1.818492,0.517511
ssz_blocks,block_6487416.ssz,962979,529548,1734644.000000,1165012.000000,1.818492,0.555145
ssz_blocks,block_6487416.ssz,962979,529548,1326273.000000,575933.000000,1.818492,0.726079
ssz_blocks,block_6487416.ssz,962979,529548,1206860.000000,412839.000000,1.818492,0.797921
ssz_blocks,block_6487416.ssz,962979,529548,856808.000000,448126.000000,1.818492,1.123915
ssz_blocks,block_6487416.ssz,962979,529548,800974.000000,343821.000000,1.818492,1.202260
ssz_blocks,block_6487416.ssz,962979,529548,1338085.000000,504541.000000,1.818492,0.719670
ssz_blocks,block_6487416.ssz,962979,529548,1401473.000000,893125.000000,1.818492,0.687119
ssz_blocks,block_6487416.ssz,962979,529548,1333045.000000,575943.000000,1.818492,0.722390
