folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6487387.ssz,973258,559255,1166104.000000,483001.000000,1.740276,0.834624
ssz_blocks,block_6487387.ssz,973258,559255,1649846.000000,863580.000000,1.740276,0.589908
ssz_blocks,block_6487387.ssz,973258,559255,1779647.000000,648469.000000,1.740276,0.546883
ssz_blocks,block_6487387.ssz,973258,559255,1647341.000000,1020002.000000,1.740276,0.590805
ssz_blocks,block_6487387.ssz,973258,559255,1392897.000000,589479.000000,1.740276,0.698729
ssz_blocks,block_6487387.ssz,973258,559255,1866821.000000,659800.000000,1.740276,0.521345
ssz_blocks,block_6487387.ssz,973258,559255,1312197.000000,671352.000000,1.740276,0.741701
ssz_blocks,block_6487387.ssz,973258,559255,1268956.000000,520700.000000,1.740276,0.766975
ssz_blocks,block_6487387.ssz,973258,559255,895790.000000,542130.000000,1.740276,1.086480
ssz_blocks,block_6487387.ssz,973258,559255,1330220.000000,613374.000000,1.740276,0.731652
