folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
ssz_blocks,block_6417848.ssz,1027154,634612,1161896.000000,479214.000000,1.618554,0.884033
ssz_blocks,block_6417848.ssz,1027154,634612,1298261.000000,374127.000000,1.618554,0.791177
ssz_blocks,block_6417848.ssz,1027154,634612,1130468.000000,406798.000000,1.618554,0.908610
ssz_blocks,block_6417848.ssz,1027154,634612,890991.000000,308185.000000,1.618554,1.152822
ssz_blocks,block_6417848.ssz,1027154,634612,1101684.000000,375590.000000,1.618554,0.932349
ssz_blocks,block_6417848.ssz,1027154,634612,1482414.000000,517155.000000,1.618554,0.692893
ssz_blocks,block_6417848.ssz,1027154,634612,1535543.000000,508889.000000,1.618554,0.668919
ssz_blocks,block_6417848.ssz,1027154,634612,1427041.000000,372304.000000,1.618554,0.719779
ssz_blocks,block_6417848.ssz,1027154,634612,1418244.000000,512124.000000,1.618554,0.724244
ssz_blocks,block_6417848.ssz,1027154,634612,1517759.000000,505873.000000,1.618554,0.676757
