folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6457975.json,2000523,816180,3665332.000000,1699427.000000,2.451081,0.545796
json_blocks,block_6457975.json,2000523,816180,3995298.000000,1227748.000000,2.451081,0.500719
json_blocks,block_6457975.json,2000523,816180,2136853.000000,717257.000000,2.451081,0.936201
json_blocks,block_6457975.json,2000523,816180,2788447.000000,1211168.000000,2.451081,0.717433
json_blocks,block_6457975.json,2000523,816180,3413012.000000,1199336.000000,2.451081,0.586146
json_blocks,block_6457975.json,2000523,816180,3371354.000000,1206509.000000,2.451081,0.593389
json_blocks,block_6457975.json,2000523,816180,3325739.000000,1196561.000000,2.451081,0.601527
json_blocks,block_6457975.json,2000523,816180,3361526.000000,1343144.000000,2.451081,0.595123
json_blocks,block_6457975.json,2000523,816180,3778533.000000,1328456.000000,2.451081,0.529444
json_blocks,block_6457975.json,2000523,816180,4428546.000000,1714696.000000,2.451081,0.451734
