folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6141603.json,1936700,1768414,1115589.000000,538985.000000,1.095162,1.736034
json_blocks,block_6141603.json,1936700,1768414,1131910.000000,262479.000000,1.095162,1.711002
json_blocks,block_6141603.json,1936700,1768414,737094.000000,239998.000000,1.095162,2.627480
json_blocks,block_6141603.json,1936700,1768414,608083.000000,189884.000000,1.095162,3.184927
json_blocks,block_6141603.json,1936700,1768414,1028717.000000,425693.000000,1.095162,1.882636
json_blocks,block_6141603.json,1936700,1768414,1098587.000000,310820.000000,1.095162,1.762901
json_blocks,block_6141603.json,1936700,1768414,898775.000000,362967.000000,1.095162,2.154822
json_blocks,block_6141603.json,1936700,1768414,866065.000000,221112.000000,1.095162,2.236206
json_blocks,block_6141603.json,1936700,1768414,707258.000000,271656.000000,1.095162,2.738322
json_blocks,block_6141603.json,1936700,1768414,895780.000000,222585.000000,1.095162,2.162026
