folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6456763.json,1925912,831071,3310020.000000,1630870.000000,2.317386,0.581843
json_blocks,block_6456763.json,1925912,831071,4857295.000000,1702243.000000,2.317386,0.396499
json_blocks,block_6456763.json,1925912,831071,3505243.000000,1293090.000000,2.317386,0.549438
json_blocks,block_6456763.json,1925912,831071,3878069.000000,1169911.000000,2.317386,0.496616
json_blocks,block_6456763.json,1925912,831071,3403174.000000,1178005.000000,2.317386,0.565916
json_blocks,block_6456763.json,1925912,831071,3284812.000000,1162627.000000,2.317386,0.586308
json_blocks,block_6456763.json,1925912,831071,4148893.000000,1550711.000000,2.317386,0.464199
json_blocks,block_6456763.json,1925912,831071,4304503.000000,1306566.000000,2.317386,0.447418
json_blocks,block_6456763.json,1925912,831071,4266834.000000,1532947.000000,2.317386,0.451368
json_blocks,block_6456763.json,1925912,831071,4338787.000000,1667698.000000,2.317386,0.443883
