folder,file,raw-size,compress-size,encoding-time,decoding-time,compress-ratio,compress-speed
json_blocks,block_6487387.json,1960649,1024112,4455956.000000,2263820.000000,1.914487,0.440006
json_blocks,block_6487387.json,1960649,1024112,5621880.000000,1590474.000000,1.914487,0.348753
json_blocks,block_6487387.json,1960649,1024112,5200173.000000,1648203.000000,1.914487,0.377035
json_blocks,block_6487387.json,1960649,1024112,4862173.000000,2018763.000000,1.914487,0.403245
json_blocks,block_6487387.json,1960649,1024112,3912994.000000,1869606.000000,1.914487,0.501061
json_blocks,block_6487387.json,1960649,1024112,4589214.000000,1640438.000000,1.914487,0.427230
json_blocks,block_6487387.json,1960649,1024112,3795424.000000,1846712.000000,1.914487,0.516582
json_blocks,block_6487387.json,1960649,1024112,3703193.000000,1164180.000000,1.914487,0.529448
json_blocks,block_6487387.json,1960649,1024112,3538967.000000,1781110.000000,1.914487,0.554017
json_blocks,block_6487387.json,1960649,1024112,3671794.000000,1171643.000000,1.914487,0.533976
